age,income,credit_score,loan_amount
39.96714153011233,80990.33154879004,666.2410862512809,10460.962210613045
33.61735698828815,73869.50524369153,692.7740664642241,15698.07494610249
41.47688538100692,60894.45554880261,660.3790039500019,17931.97233289178
50.23029856408026,50295.94833441639,684.601923518048,29438.43828670095
32.658466252766644,70473.34970420385,605.3192666523107,22782.76562266879
32.6586304305082,65902.28078132625,710.6646853686469,13322.592154500544
50.79212815507391,73427.89830041598,700.0602737681112,22430.181447088184
42.67434729152909,69527.57702522955,659.1455684465905,12263.480055308173
30.305256140650478,75743.29072979002,732.9622834216202,25413.455269435366
40.42560043585965,51971.47182659148,746.8785068813279,17644.376740910608
30.365823071875376,79760.91098451489,619.6220067815512,19531.819056304146
30.34270246429743,62963.994070386,661.8637610716893,26628.98323771095
37.41962271566034,91128.91308937898,661.5428825106351,13564.18215707875
15.86719755342202,49662.18272865648,653.0048449445568,13014.409074435043
17.750821674869673,86039.45704747873,741.4737420965874,17082.003368269976
29.377124707590273,62968.66175193972,690.3086930613598,25191.894255096584
24.87168879665576,50228.72994578327,686.7742579344695,12403.269622615788
38.142473325952736,52741.71248918518,599.8068817796623,5839.222009447156
25.91975924478789,55194.7903770852,731.7709015104613,17744.205707955007
20.876962986647086,66362.48919602875,638.0370802573264,22758.7039995546
49.65648768921554,67842.5323205325,702.9966315133164,26001.308748694148
32.74223699513465,51394.49994092131,713.8688468979096,17684.193189573005
35.67528204687924,59634.68111608526,768.0329297919326,17942.866964419987
20.752518137865433,92134.05537917795,634.5589800440443,25769.503671278737
29.556172754748175,85913.14755151067,549.0243922089587,10651.291501522897
36.10922589709866,66544.85504511048,709.1924772376848,18057.396124084953
23.490064225776973,60570.05217252301,790.0255590755427,20952.11944962529
38.75698018345672,61800.46990077392,761.9473176469719,22246.093606425173
28.99361310081195,69202.76959095625,710.4829707637313,17450.966534045587
32.083062502067236,44658.111522023915,675.4181907183977,20172.205058529205
28.98293387770603,56139.35193864982,740.3561298318655,7558.363232935053
53.522781845089376,34971.238891836154,651.3226900147765,16708.75793833076
34.86502775262066,65988.34683907918,723.8178884678109,22267.54356277234
24.422890710440996,69707.93909554112,725.2735079583314,15088.529828726601
43.225449121031886,52752.20306550939,753.010495374944,20294.921107947986
22.791563500289776,83609.80144935049,837.983001945554,22234.36250401349
37.08863595004755,41613.51505496488,719.6207983589384,18287.253995711177
15.403298761202244,38034.376796852695,674.551818714625,20852.318854982856
21.718139511015693,63366.77727839958,698.7212843904002,15186.33717357694
36.96861235869123,75706.47453918232,611.5462047555441,18966.943601519768
42.38466579995411,85258.91537186803,665.2643434455471,23051.080847946112
36.7136828118997,53116.7360569659,679.5358780943448,20784.86480484217
33.843517176117594,76180.21250146943,673.7955801032704,17067.343652180323
31.988963044107113,59422.372957489395,707.6177436016861,21121.082021453964
20.214780096325725,57410.59050088771,658.87900338089,23573.04895318309
27.801557916052914,73254.89906230009,756.0515333662236,9750.29360711261
30.393612290402125,69784.84317620129,700.0103532459099,25795.370324779487
45.57122226218915,36354.117645236256,699.5349839430693,18318.72630659464
38.43618289568462,82148.10524588844,683.6052641743541,22127.44966620115
17.36959844637266,80701.37031221177,707.759534192949,25986.23461822614
